{'seq': 1920, 'type': 'Truck', 'timestamp': '2023-11-19T18:41:00', 'truckId': 191, 'positionLatitude': 38.0453987121582, 'positionLongitude': -84.42088317871094, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2038, 'type': 'Truck', 'timestamp': '2023-11-19T19:23:25', 'truckId': 296, 'positionLatitude': 43.03693389892578, 'positionLongitude': -77.5320816040039, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2039, 'type': 'Truck', 'timestamp': '2023-11-19T19:24:23', 'truckId': 166, 'positionLatitude': 38.672325134277344, 'positionLongitude': -77.24630737304688, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2040, 'type': 'Truck', 'timestamp': '2023-11-19T19:24:28', 'truckId': 119, 'positionLatitude': 35.15674591064453, 'positionLongitude': -78.97103881835938, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2041, 'type': 'Truck', 'timestamp': '2023-11-19T19:24:51', 'truckId': 276, 'positionLatitude': 41.35513305664063, 'positionLongitude': -83.62181091308594, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2042, 'type': 'Truck', 'timestamp': '2023-11-19T19:24:59', 'truckId': 249, 'positionLatitude': 40.15681457519531, 'positionLongitude': -75.85721588134766, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2043, 'type': 'Truck', 'timestamp': '2023-11-19T19:25:32', 'truckId': 224, 'positionLatitude': 39.01519393920898, 'positionLongitude': -76.40837097167969, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2044, 'type': 'Truck', 'timestamp': '2023-11-19T19:25:47', 'truckId': 226, 'positionLatitude': 33.55541229248047, 'positionLongitude': -84.3019790649414, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2045, 'type': 'Truck', 'timestamp': '2023-11-19T19:25:52', 'truckId': 310, 'positionLatitude': 37.888553619384766, 'positionLongitude': -81.1887435913086, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2046, 'type': 'Truck', 'timestamp': '2023-11-19T19:25:54', 'truckId': 329, 'positionLatitude': 41.008243560791016, 'positionLongitude': -73.64640045166016, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2047, 'type': 'Truck', 'timestamp': '2023-11-19T19:26:42', 'truckId': 121, 'positionLatitude': 35.31692123413086, 'positionLongitude': -84.7973403930664, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2048, 'type': 'Truck', 'timestamp': '2023-11-19T19:26:47', 'truckId': 209, 'positionLatitude': 37.29535675048828, 'positionLongitude': -81.10597229003906, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2049, 'type': 'Truck', 'timestamp': '2023-11-19T19:26:47', 'truckId': 341, 'positionLatitude': 41.5937728881836, 'positionLongitude': -75.64936828613281, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2050, 'type': 'Truck', 'timestamp': '2023-11-19T19:26:56', 'truckId': 162, 'positionLatitude': 35.30160140991211, 'positionLongitude': -80.84973907470703, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2051, 'type': 'Truck', 'timestamp': '2023-11-19T19:27:34', 'truckId': 228, 'positionLatitude': 34.00189208984375, 'positionLongitude': -84.07395935058594, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2052, 'type': 'Truck', 'timestamp': '2023-11-19T19:28:00', 'truckId': 416, 'positionLatitude': 42.2629280090332, 'positionLongitude': -71.56515502929688, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2053, 'type': 'Truck', 'timestamp': '2023-11-19T19:28:04', 'truckId': 369, 'positionLatitude': 41.10576248168945, 'positionLongitude': -81.17790985107422, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2054, 'type': 'Truck', 'timestamp': '2023-11-19T19:28:34', 'truckId': 223, 'positionLatitude': 35.96528625488281, 'positionLongitude': -84.98690795898438, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2055, 'type': 'Truck', 'timestamp': '2023-11-19T19:28:56', 'truckId': 134, 'positionLatitude': 39.770164489746094, 'positionLongitude': -86.1021499633789, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2056, 'type': 'Truck', 'timestamp': '2023-11-19T19:29:30', 'truckId': 243, 'positionLatitude': 37.661617279052734, 'positionLongitude': -77.44964599609375, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2057, 'type': 'Truck', 'timestamp': '2023-11-19T19:29:48', 'truckId': 158, 'positionLatitude': 40.1995964050293, 'positionLongitude': -77.03278350830078, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2058, 'type': 'Truck', 'timestamp': '2023-11-19T19:30:24', 'truckId': 239, 'positionLatitude': 39.92689895629883, 'positionLongitude': -83.6851577758789, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2059, 'type': 'Truck', 'timestamp': '2023-11-19T19:30:35', 'truckId': 326, 'positionLatitude': 33.452396392822266, 'positionLongitude': -84.68157958984375, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2060, 'type': 'Truck', 'timestamp': '2023-11-19T19:30:52', 'truckId': 225, 'positionLatitude': 41.50687789916992, 'positionLongitude': -83.63294982910156, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2061, 'type': 'Truck', 'timestamp': '2023-11-19T19:31:56', 'truckId': 104, 'positionLatitude': 40.76821899414063, 'positionLongitude': -73.75991821289062, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2062, 'type': 'Truck', 'timestamp': '2023-11-19T19:32:00', 'truckId': 133, 'positionLatitude': 36.02159881591797, 'positionLongitude': -83.29942321777344, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2063, 'type': 'Truck', 'timestamp': '2023-11-19T19:32:19', 'truckId': 202, 'positionLatitude': 37.55260848999024, 'positionLongitude': -85.87828826904297, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2064, 'type': 'Truck', 'timestamp': '2023-11-19T19:32:48', 'truckId': 297, 'positionLatitude': 40.97916030883789, 'positionLongitude': -82.04252624511719, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2065, 'type': 'Truck', 'timestamp': '2023-11-19T19:33:06', 'truckId': 355, 'positionLatitude': 41.54032897949219, 'positionLongitude': -87.5827865600586, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2066, 'type': 'Truck', 'timestamp': '2023-11-19T19:33:24', 'truckId': 286, 'positionLatitude': 35.4330940246582, 'positionLongitude': -80.6611328125, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2067, 'type': 'Truck', 'timestamp': '2023-11-19T19:33:29', 'truckId': 411, 'positionLatitude': 40.00271224975586, 'positionLongitude': -77.54924774169922, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2068, 'type': 'Truck', 'timestamp': '2023-11-19T19:34:07', 'truckId': 397, 'positionLatitude': 43.795108795166016, 'positionLongitude': -73.79348754882812, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2069, 'type': 'Truck', 'timestamp': '2023-11-19T19:34:14', 'truckId': 171, 'positionLatitude': 41.97293472290039, 'positionLongitude': -80.31544494628906, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2070, 'type': 'Truck', 'timestamp': '2023-11-19T19:34:15', 'truckId': 359, 'positionLatitude': 40.11647033691406, 'positionLongitude': -83.01627349853516, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2071, 'type': 'Truck', 'timestamp': '2023-11-19T19:34:30', 'truckId': 351, 'positionLatitude': 36.28208923339844, 'positionLongitude': -86.80523681640625, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2072, 'type': 'Truck', 'timestamp': '2023-11-19T19:34:49', 'truckId': 158, 'positionLatitude': 40.19554138183594, 'positionLongitude': -76.926025390625, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2073, 'type': 'Truck', 'timestamp': '2023-11-19T19:35:10', 'truckId': 352, 'positionLatitude': 38.847652435302734, 'positionLongitude': -78.54969787597656, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2074, 'type': 'Truck', 'timestamp': '2023-11-19T19:35:19', 'truckId': 388, 'positionLatitude': 36.01677322387695, 'positionLongitude': -78.8960189819336, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2075, 'type': 'Truck', 'timestamp': '2023-11-19T19:35:30', 'truckId': 391, 'positionLatitude': 35.2765007019043, 'positionLongitude': -79.61040496826172, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2076, 'type': 'Truck', 'timestamp': '2023-11-19T19:35:44', 'truckId': 335, 'positionLatitude': 38.871524810791016, 'positionLongitude': -85.81134033203125, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2077, 'type': 'Truck', 'timestamp': '2023-11-19T19:37:09', 'truckId': 396, 'positionLatitude': 39.70353317260742, 'positionLongitude': -78.16925811767578, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2078, 'type': 'Truck', 'timestamp': '2023-11-19T19:37:34', 'truckId': 250, 'positionLatitude': 40.00453567504883, 'positionLongitude': -81.5345230102539, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2079, 'type': 'Truck', 'timestamp': '2023-11-19T19:39:16', 'truckId': 331, 'positionLatitude': 36.1601448059082, 'positionLongitude': -85.30530548095703, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2080, 'type': 'Truck', 'timestamp': '2023-11-19T19:39:23', 'truckId': 341, 'positionLatitude': 41.80573654174805, 'positionLongitude': -75.68766784667969, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2081, 'type': 'Truck', 'timestamp': '2023-11-19T19:39:26', 'truckId': 166, 'positionLatitude': 38.53069686889648, 'positionLongitude': -77.3603286743164, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2082, 'type': 'Truck', 'timestamp': '2023-11-19T19:40:16', 'truckId': 423, 'positionLatitude': 41.35611343383789, 'positionLongitude': -83.62115478515625, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2083, 'type': 'Truck', 'timestamp': '2023-11-19T19:40:36', 'truckId': 211, 'positionLatitude': 39.894901275634766, 'positionLongitude': -84.1877670288086, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2084, 'type': 'Truck', 'timestamp': '2023-11-19T19:41:09', 'truckId': 342, 'positionLatitude': 40.571170806884766, 'positionLongitude': -75.80302429199219, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2085, 'type': 'Truck', 'timestamp': '2023-11-19T19:41:16', 'truckId': 360, 'positionLatitude': 41.20703506469727, 'positionLongitude': -73.68524932861328, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2086, 'type': 'Truck', 'timestamp': '2023-11-19T19:41:18', 'truckId': 379, 'positionLatitude': 34.31209182739258, 'positionLongitude': -81.00233459472656, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2087, 'type': 'Truck', 'timestamp': '2023-11-19T19:41:24', 'truckId': 271, 'positionLatitude': 42.18428421020508, 'positionLongitude': -71.53096771240234, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2088, 'type': 'Truck', 'timestamp': '2023-11-19T19:41:37', 'truckId': 175, 'positionLatitude': 40.72913360595703, 'positionLongitude': -73.86231231689453, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2089, 'type': 'Truck', 'timestamp': '2023-11-19T19:42:19', 'truckId': 349, 'positionLatitude': 38.055763244628906, 'positionLongitude': -78.92341613769531, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2090, 'type': 'Truck', 'timestamp': '2023-11-19T19:42:30', 'truckId': 177, 'positionLatitude': 38.24492263793945, 'positionLongitude': -81.56572723388672, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2091, 'type': 'Truck', 'timestamp': '2023-11-19T19:42:49', 'truckId': 404, 'positionLatitude': 41.41992568969727, 'positionLongitude': -87.32129669189453, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2092, 'type': 'Truck', 'timestamp': '2023-11-19T19:42:51', 'truckId': 270, 'positionLatitude': 35.03086853027344, 'positionLongitude': -81.67213439941406, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2093, 'type': 'Truck', 'timestamp': '2023-11-19T19:43:19', 'truckId': 170, 'positionLatitude': 39.035438537597656, 'positionLongitude': -82.59992218017578, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2094, 'type': 'Truck', 'timestamp': '2023-11-19T19:43:30', 'truckId': 256, 'positionLatitude': 33.94585037231445, 'positionLongitude': -81.25531768798828, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2095, 'type': 'Truck', 'timestamp': '2023-11-19T19:43:40', 'truckId': 237, 'positionLatitude': 38.00725555419922, 'positionLongitude': -78.49488830566406, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2096, 'type': 'Truck', 'timestamp': '2023-11-19T19:43:59', 'truckId': 168, 'positionLatitude': 41.47984313964844, 'positionLongitude': -73.20286560058594, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2097, 'type': 'Truck', 'timestamp': '2023-11-19T19:44:22', 'truckId': 331, 'positionLatitude': 36.12561798095703, 'positionLongitude': -85.25480651855469, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2098, 'type': 'Truck', 'timestamp': '2023-11-19T19:44:51', 'truckId': 241, 'positionLatitude': 36.1308822631836, 'positionLongitude': -84.03643035888672, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2099, 'type': 'Truck', 'timestamp': '2023-11-19T19:44:55', 'truckId': 410, 'positionLatitude': 39.28311920166016, 'positionLongitude': -84.5244140625, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2100, 'type': 'Truck', 'timestamp': '2023-11-19T19:45:04', 'truckId': 249, 'positionLatitude': 40.32821273803711, 'positionLongitude': -75.93822479248047, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2101, 'type': 'Truck', 'timestamp': '2023-11-19T19:45:35', 'truckId': 137, 'positionLatitude': 39.718597412109375, 'positionLongitude': -75.33796691894531, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2102, 'type': 'Truck', 'timestamp': '2023-11-19T19:46:33', 'truckId': 142, 'positionLatitude': 33.58944320678711, 'positionLongitude': -86.10116577148438, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2103, 'type': 'Truck', 'timestamp': '2023-11-19T19:47:14', 'truckId': 421, 'positionLatitude': 40.57186126708984, 'positionLongitude': -75.95101165771484, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2104, 'type': 'Truck', 'timestamp': '2023-11-19T19:47:20', 'truckId': 202, 'positionLatitude': 37.30795669555664, 'positionLongitude': -85.90348052978516, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2105, 'type': 'Truck', 'timestamp': '2023-11-19T19:47:32', 'truckId': 255, 'positionLatitude': 36.2036361694336, 'positionLongitude': -86.27860260009766, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2106, 'type': 'Truck', 'timestamp': '2023-11-19T19:47:56', 'truckId': 144, 'positionLatitude': 36.62331771850586, 'positionLongitude': -80.7330551147461, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2107, 'type': 'Truck', 'timestamp': '2023-11-19T19:49:28', 'truckId': 424, 'positionLatitude': 34.273170471191406, 'positionLongitude': -84.81204986572266, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2108, 'type': 'Truck', 'timestamp': '2023-11-19T19:49:31', 'truckId': 243, 'positionLatitude': 37.35607147216797, 'positionLongitude': -77.40449523925781, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2109, 'type': 'Truck', 'timestamp': '2023-11-19T19:50:07', 'truckId': 352, 'positionLatitude': 38.66609573364258, 'positionLongitude': -78.66548919677734, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2110, 'type': 'Truck', 'timestamp': '2023-11-19T19:51:32', 'truckId': 358, 'positionLatitude': 37.7717170715332, 'positionLongitude': -81.205078125, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2111, 'type': 'Truck', 'timestamp': '2023-11-19T19:51:55', 'truckId': 101, 'positionLatitude': 38.6058235168457, 'positionLongitude': -85.78128814697266, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2112, 'type': 'Truck', 'timestamp': '2023-11-19T19:52:10', 'truckId': 274, 'positionLatitude': 44.3299674987793, 'positionLongitude': -70.00255584716797, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2113, 'type': 'Truck', 'timestamp': '2023-11-19T19:52:10', 'truckId': 417, 'positionLatitude': 39.89603042602539, 'positionLongitude': -81.5301742553711, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2114, 'type': 'Truck', 'timestamp': '2023-11-19T19:52:14', 'truckId': 421, 'positionLatitude': 40.57590866088867, 'positionLongitude': -75.86231994628906, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2115, 'type': 'Truck', 'timestamp': '2023-11-19T19:52:30', 'truckId': 207, 'positionLatitude': 39.82132339477539, 'positionLongitude': -85.82696533203125, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2116, 'type': 'Truck', 'timestamp': '2023-11-19T19:52:37', 'truckId': 228, 'positionLatitude': 33.812984466552734, 'positionLongitude': -84.36793518066406, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2117, 'type': 'Truck', 'timestamp': '2023-11-19T19:52:53', 'truckId': 266, 'positionLatitude': 41.469993591308594, 'positionLongitude': -83.31792449951172, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2118, 'type': 'Truck', 'timestamp': '2023-11-19T19:54:03', 'truckId': 290, 'positionLatitude': 37.6856575012207, 'positionLongitude': -77.4520263671875, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2119, 'type': 'Truck', 'timestamp': '2023-11-19T19:54:28', 'truckId': 195, 'positionLatitude': 40.98414611816406, 'positionLongitude': -77.6212387084961, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2120, 'type': 'Truck', 'timestamp': '2023-11-19T19:54:37', 'truckId': 418, 'positionLatitude': 34.44060134887695, 'positionLongitude': -79.37199401855469, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2121, 'type': 'Truck', 'timestamp': '2023-11-19T19:55:07', 'truckId': 288, 'positionLatitude': 35.24079513549805, 'positionLongitude': -75.61856079101562, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2122, 'type': 'Truck', 'timestamp': '2023-11-19T19:55:49', 'truckId': 199, 'positionLatitude': 39.418575286865234, 'positionLongitude': -76.79640197753906, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2123, 'type': 'Truck', 'timestamp': '2023-11-19T19:56:27', 'truckId': 101, 'positionLatitude': 38.683067321777344, 'positionLongitude': -85.78766632080078, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2124, 'type': 'Truck', 'timestamp': '2023-11-19T19:56:34', 'truckId': 225, 'positionLatitude': 41.136714935302734, 'positionLongitude': -83.66020965576172, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2125, 'type': 'Truck', 'timestamp': '2023-11-19T19:56:56', 'truckId': 339, 'positionLatitude': 40.97153091430664, 'positionLongitude': -75.99335479736328, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2126, 'type': 'Truck', 'timestamp': '2023-11-19T19:57:04', 'truckId': 392, 'positionLatitude': 34.477535247802734, 'positionLongitude': -83.04625701904297, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2127, 'type': 'Truck', 'timestamp': '2023-11-19T19:57:08', 'truckId': 337, 'positionLatitude': 39.649356842041016, 'positionLongitude': -75.7300796508789, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2128, 'type': 'Truck', 'timestamp': '2023-11-19T19:57:10', 'truckId': 394, 'positionLatitude': 40.9731559753418, 'positionLongitude': -77.79344940185547, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2129, 'type': 'Truck', 'timestamp': '2023-11-19T19:57:12', 'truckId': 396, 'positionLatitude': 39.69656753540039, 'positionLongitude': -78.5213394165039, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2130, 'type': 'Truck', 'timestamp': '2023-11-19T19:58:01', 'truckId': 106, 'positionLatitude': 37.100372314453125, 'positionLongitude': -80.46810150146484, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2131, 'type': 'Truck', 'timestamp': '2023-11-19T19:58:11', 'truckId': 217, 'positionLatitude': 43.036376953125, 'positionLongitude': -77.81224060058594, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2132, 'type': 'Truck', 'timestamp': '2023-11-19T19:59:21', 'truckId': 263, 'positionLatitude': 41.0595817565918, 'positionLongitude': -85.09883117675781, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2133, 'type': 'Truck', 'timestamp': '2023-11-19T20:00:02', 'truckId': 258, 'positionLatitude': 40.814414978027344, 'positionLongitude': -76.8552017211914, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2134, 'type': 'Truck', 'timestamp': '2023-11-19T20:00:17', 'truckId': 425, 'positionLatitude': 39.49943923950195, 'positionLongitude': -83.90209197998047, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2135, 'type': 'Truck', 'timestamp': '2023-11-19T20:01:30', 'truckId': 188, 'positionLatitude': 41.57418441772461, 'positionLongitude': -87.56768035888672, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2136, 'type': 'Truck', 'timestamp': '2023-11-19T20:01:34', 'truckId': 142, 'positionLatitude': 33.59720993041992, 'positionLongitude': -86.34337615966797, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2137, 'type': 'Truck', 'timestamp': '2023-11-19T20:01:46', 'truckId': 384, 'positionLatitude': 37.85015487670898, 'positionLongitude': -79.36241149902344, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2138, 'type': 'Truck', 'timestamp': '2023-11-19T20:02:17', 'truckId': 136, 'positionLatitude': 33.63566589355469, 'positionLongitude': -80.87657928466797, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2139, 'type': 'Truck', 'timestamp': '2023-11-19T20:03:03', 'truckId': 416, 'positionLatitude': 42.03256607055664, 'positionLongitude': -72.13487243652344, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2140, 'type': 'Truck', 'timestamp': '2023-11-19T20:03:18', 'truckId': 104, 'positionLatitude': 40.84517288208008, 'positionLongitude': -73.91064453125, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2141, 'type': 'Truck', 'timestamp': '2023-11-19T20:03:55', 'truckId': 241, 'positionLatitude': 36.35893249511719, 'positionLongitude': -84.23052215576172, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2142, 'type': 'Truck', 'timestamp': '2023-11-19T20:04:17', 'truckId': 359, 'positionLatitude': 40.468631744384766, 'positionLongitude': -83.07504272460938, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2143, 'type': 'Truck', 'timestamp': '2023-11-19T20:04:43', 'truckId': 367, 'positionLatitude': 35.655296325683594, 'positionLongitude': -81.96553039550781, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2144, 'type': 'Truck', 'timestamp': '2023-11-19T20:04:49', 'truckId': 336, 'positionLatitude': 40.7443962097168, 'positionLongitude': -74.5313491821289, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2145, 'type': 'Truck', 'timestamp': '2023-11-19T20:05:06', 'truckId': 200, 'positionLatitude': 40.0368537902832, 'positionLongitude': -75.5822525024414, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2146, 'type': 'Truck', 'timestamp': '2023-11-19T20:05:19', 'truckId': 423, 'positionLatitude': 41.52157211303711, 'positionLongitude': -83.45661163330078, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2147, 'type': 'Truck', 'timestamp': '2023-11-19T20:05:28', 'truckId': 193, 'positionLatitude': 39.437591552734375, 'positionLongitude': -85.98323059082031, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
{'seq': 2148, 'type': 'Truck', 'timestamp': '2023-11-19T20:05:59', 'truckId': 329, 'positionLatitude': 40.78485107421875, 'positionLongitude': -73.64312744140625, 'equipType': 'Van', 'nextTripLengthPreference': 'Short'}
{'seq': 2149, 'type': 'Truck', 'timestamp': '2023-11-19T20:06:35', 'truckId': 281, 'positionLatitude': 37.05830001831055, 'positionLongitude': -86.11253356933594, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Long'}
{'seq': 2150, 'type': 'Truck', 'timestamp': '2023-11-19T20:06:40', 'truckId': 141, 'positionLatitude': 39.73575210571289, 'positionLongitude': -86.1373291015625, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2151, 'type': 'Truck', 'timestamp': '2023-11-19T20:07:04', 'truckId': 375, 'positionLatitude': 32.190608978271484, 'positionLongitude': -81.4056625366211, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2152, 'type': 'Truck', 'timestamp': '2023-11-19T20:07:18', 'truckId': 363, 'positionLatitude': 34.32072830200195, 'positionLongitude': -79.89927673339844, 'equipType': 'Reefer', 'nextTripLengthPreference': 'Short'}
{'seq': 2153, 'type': 'Truck', 'timestamp': '2023-11-19T20:07:58', 'truckId': 144, 'positionLatitude': 36.924922943115234, 'positionLongitude': -80.90433502197266, 'equipType': 'Van', 'nextTripLengthPreference': 'Long'}
{'seq': 2154, 'type': 'Truck', 'timestamp': '2023-11-19T20:08:25', 'truckId': 312, 'positionLatitude': 35.02921676635742, 'positionLongitude': -85.3554458618164, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Short'}
{'seq': 2155, 'type': 'Truck', 'timestamp': '2023-11-19T20:08:29', 'truckId': 315, 'positionLatitude': 39.965110778808594, 'positionLongitude': -81.90877532958984, 'equipType': 'Flatbed', 'nextTripLengthPreference': 'Long'}
